,artist,album,track,uri,UniqueID,track_uri
1091,Itaca Band,La Selva,La pressa mata,spotify:track:46h1awKNJ2G5Fy6SoNsGpJ,Itaca Band:La pressa mata,46h1awKNJ2G5Fy6SoNsGpJ
1092,Damian Marley,Welcome to Jamrock,Welcome To Jamrock,spotify:track:2e5Vm6VvdlTzuNcRSikeU6,Damian Marley:Welcome To Jamrock,2e5Vm6VvdlTzuNcRSikeU6
1093,La Maravillosa Orquesta del Alcohol,¿Quién Nos Va a Salvar?,Nómadas,spotify:track:5EskUV4Rg1VMNVPB32xUme,La Maravillosa Orquesta del Alcohol:Nómadas,5EskUV4Rg1VMNVPB32xUme
1094,Nekfeu,Les étoiles vagabondes : expansion,Elle pleut,spotify:track:4kqsT3yDyJr1KZ2AkM9qfD,Nekfeu:Elle pleut,4kqsT3yDyJr1KZ2AkM9qfD
1095,Fyahbwoy,Innadiflames,Maliantería,spotify:track:0Wgnz7BRlVDgGvaPgtOmxU,Fyahbwoy:Maliantería,0Wgnz7BRlVDgGvaPgtOmxU
1096,Macklemore & Ryan Lewis,The Heist,Make The Money,spotify:track:6tCsLAvknuypVnjq2fJwlB,Macklemore & Ryan Lewis:Make The Money,6tCsLAvknuypVnjq2fJwlB
1097,FERNANDOCOSTA,Oye,Oye,spotify:track:3PT3XdQNh80MzaI4C8WAab,FERNANDOCOSTA:Oye,3PT3XdQNh80MzaI4C8WAab
1098,Eric Clapton,Unplugged,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",spotify:track:612VcBshQcy4mpB2utGc3H,"Eric Clapton:Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",612VcBshQcy4mpB2utGc3H
1099,Desakato,La Teoría del Fuego,Barcos en Llamas,spotify:track:3mImODjyfs4LvuL4ywruMZ,Desakato:Barcos en Llamas,3mImODjyfs4LvuL4ywruMZ
1100,Arctic Monkeys,Tranquility Base Hotel & Casino,Batphone,spotify:track:7aiKdAM9WYW3GzWSA9OXIl,Arctic Monkeys:Batphone,7aiKdAM9WYW3GzWSA9OXIl
1101,Itaca Band,Rema,Oye Mama,spotify:track:1ZEz8xsW8syMzXfR6gzPsP,Itaca Band:Oye Mama,1ZEz8xsW8syMzXfR6gzPsP
1102,Itaca Band,La Selva,I just can't,spotify:track:0sRlg0IlgR8rN9RN7puH0q,Itaca Band:I just can't,0sRlg0IlgR8rN9RN7puH0q
1103,L.A.,King of Beasts,Helsinki,spotify:track:4tRHlQPPEBrDvN208eXJBM,L.A.:Helsinki,4tRHlQPPEBrDvN208eXJBM
1104,Astola,Rockallano,Coraçon,spotify:track:4hr7mgbCDRQ7x1Bvw5AawC,Astola:Coraçon,4hr7mgbCDRQ7x1Bvw5AawC
1105,Pearl Jam,Last Kiss,Last Kiss,spotify:track:0QnONzv3TvHAWk294h6DaQ,Pearl Jam:Last Kiss,0QnONzv3TvHAWk294h6DaQ
1106,Mr. Kilombo,Invencibles,Sinmigo,spotify:track:1JSAqhndQzoilT9Bhf9xe9,Mr. Kilombo:Sinmigo,1JSAqhndQzoilT9Bhf9xe9
1107,Kase.O,El Círculo (Versión Exclusiva de Spotify),Intro (El Círculo),spotify:track:6EGu61VFotaLbhE0686viC,Kase.O:Intro (El Círculo),6EGu61VFotaLbhE0686viC
1108,Aya Nakamura,Bobo,Bobo,spotify:track:6wL9pSXJ4roDSEoBpYyQy7,Aya Nakamura:Bobo,6wL9pSXJ4roDSEoBpYyQy7
1109,Txarango,Benvinguts al Llarg Viatge,Vola,spotify:track:4jFoAHaZtbEoZ6OlfvKgTJ,Txarango:Vola,4jFoAHaZtbEoZ6OlfvKgTJ
1110,Itaca Band,La Selva,Sweet love - Feat. Señor Wilson,spotify:track:3WfILNo9cVLC4bIJjdB1xj,Itaca Band:Sweet love - Feat. Señor Wilson,3WfILNo9cVLC4bIJjdB1xj
1111,Cruz Cafuné,Moonlight922,Mina el Hammani,spotify:track:09Ae1id448lmrfETbExaRc,Cruz Cafuné:Mina el Hammani,09Ae1id448lmrfETbExaRc
1112,Ska-P,El Vals Del Obrero,El Gato Lopez,spotify:track:6oytv9amMEx3pxSw9UmEtv,Ska-P:El Gato Lopez,6oytv9amMEx3pxSw9UmEtv
1113,El Niño de la Hipoteca,Esto No Es un Disco Vol.1,Cum Laude,spotify:track:5lsQpCUKFaqaBGUAl9rZPR,El Niño de la Hipoteca:Cum Laude,5lsQpCUKFaqaBGUAl9rZPR
1114,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),I Gotta Feeling,spotify:track:4kLLWz7srcuLKA7Et40PQR,Black Eyed Peas:I Gotta Feeling,4kLLWz7srcuLKA7Et40PQR
1115,Bastille,All This Bad Blood,Pompeii,spotify:track:4Ub8UsjWuewQrPhuepfVpd,Bastille:Pompeii,4Ub8UsjWuewQrPhuepfVpd
1116,Smoking Souls,Cendra i or,Vida,spotify:track:5T6jvIMkt0NZQfzF8jMQtq,Smoking Souls:Vida,5T6jvIMkt0NZQfzF8jMQtq
1117,Quevedo,Ahora y Siempre,Ahora y Siempre,spotify:track:4iaNmAvcZ6sPGvgZ6vQQdx,Quevedo:Ahora y Siempre,4iaNmAvcZ6sPGvgZ6vQQdx
1118,Supersubmarina,Electroviral,Electrico,spotify:track:3nbfNgu1peZQuoLOiefxqf,Supersubmarina:Electrico,3nbfNgu1peZQuoLOiefxqf
1119,Foo Fighters,In Your Honor,Best of You,spotify:track:5FZxsHWIvUsmSK1IAvm2pp,Foo Fighters:Best of You,5FZxsHWIvUsmSK1IAvm2pp
1120,Fyahbwoy,Bl4qkfy4h,Tanto por Ti,spotify:track:4XYa0qr0kYImMruRaaW3LY,Fyahbwoy:Tanto por Ti,4XYa0qr0kYImMruRaaW3LY
1121,Deluxe,The Deluxe Family Show,My Game,spotify:track:22e6sT2Pu8kXpJeItO0xGg,Deluxe:My Game,22e6sT2Pu8kXpJeItO0xGg
1122,Macklemore & Ryan Lewis,The Heist,Wing$,spotify:track:56LYsQITV7nEggGBVuu846,Macklemore & Ryan Lewis:Wing$,56LYsQITV7nEggGBVuu846
1123,Extremoduro,Grandes exitos y fracasos (Episodio 1º),No me calientes que me hundo - Versión 2004,spotify:track:0Iwnl26lJCOtbyAnsIfDNW,Extremoduro:No me calientes que me hundo - Versión 2004,0Iwnl26lJCOtbyAnsIfDNW
1124,Ska-P,Todo Ska-p,El Vals del Obrero,spotify:track:7vjywEvwYqPyCGZBgOjvLH,Ska-P:El Vals del Obrero,7vjywEvwYqPyCGZBgOjvLH
1125,Gata Cattana,Anclas,La prueba,spotify:track:1nFGiBwxm86hI93MO3wsLI,Gata Cattana:La prueba,1nFGiBwxm86hI93MO3wsLI
1126,Vetusta Morla,Un Día en el Mundo,Sálvese Quien Pueda,spotify:track:5VQarczMNfW5OyLGuZhA6H,Vetusta Morla:Sálvese Quien Pueda,5VQarczMNfW5OyLGuZhA6H
1127,BROCKHAMPTON,GINGER,SUGAR,spotify:track:6U0FIYXCQ3TGrk4tFpLrEA,BROCKHAMPTON:SUGAR,6U0FIYXCQ3TGrk4tFpLrEA
1128,Desakato,La Teoría del Fuego,Tiempo de Cobardes,spotify:track:5XCLHHGEA50PgVb1OeK97P,Desakato:Tiempo de Cobardes,5XCLHHGEA50PgVb1OeK97P
1129,La Raíz,El Lado de los Rebeldes,Se Abrió la Vela,spotify:track:655QAfdhzs2uNgDs7YSxPW,La Raíz:Se Abrió la Vela,655QAfdhzs2uNgDs7YSxPW
1130,Cruz Cafuné,Maracucho Bueno Muere Chiquito,Único,spotify:track:090BknJELZ2ApGYRPnP1uq,Cruz Cafuné:Único,090BknJELZ2ApGYRPnP1uq
1131,La Fuga,Mira,Sueños,spotify:track:5cI1s8A8nKyDM27DAt8mX9,La Fuga:Sueños,5cI1s8A8nKyDM27DAt8mX9
1132,Young Stoner Life,Slime Language 2,Solid (feat. Drake),spotify:track:6rTInqW3YECMkQsBEHw4sd,Young Stoner Life:Solid (feat. Drake),6rTInqW3YECMkQsBEHw4sd
1133,Kase.O,Kase.O Jazz Magnetism,Libertad,spotify:track:57yJ604s8wEXyjkqPsZdKC,Kase.O:Libertad,57yJ604s8wEXyjkqPsZdKC
1134,Rulo y la contrabanda,Señales de humo,Heridas del rock&roll,spotify:track:5FazKQKTd45KmOAzhTN9Lv,Rulo y la contrabanda:Heridas del rock&roll,5FazKQKTd45KmOAzhTN9Lv
1135,The Offspring,Americana,The Kids Aren't Alright,spotify:track:4EchqUKQ3qAQuRNKmeIpnf,The Offspring:The Kids Aren't Alright,4EchqUKQ3qAQuRNKmeIpnf
1136,Poncho K,11 Palos,Lo Tierno y la Corteza,spotify:track:1o7q2Rqdl2Ugzm4z2xa52z,Poncho K:Lo Tierno y la Corteza,1o7q2Rqdl2Ugzm4z2xa52z
1137,Fyahbwoy,Extremely Flammable,Cara a Cara,spotify:track:6HM5EqwJPwAbfBubW1xd5L,Fyahbwoy:Cara a Cara,6HM5EqwJPwAbfBubW1xd5L
1138,La Raíz,Así en el Cielo Como en la Selva,Llueve en Semana Santa,spotify:track:1VrwBgWyGqro52jYSWS5YY,La Raíz:Llueve en Semana Santa,1VrwBgWyGqro52jYSWS5YY
1139,Kalash,Mwaka Moon,Mwaka Moon,spotify:track:7LDq2cE0TQV66BXorbV8FD,Kalash:Mwaka Moon,7LDq2cE0TQV66BXorbV8FD
1140,La Raíz,Entre Poetas y Presos,"Intro ""Las Miserias de Sus Crímenes""",spotify:track:5vheGXPOeLYBRcY9820CK2,"La Raíz:Intro ""Las Miserias de Sus Crímenes""",5vheGXPOeLYBRcY9820CK2
1141,La Raíz,El Lado de los Rebeldes,Canción Pendiente,spotify:track:7HjXEP3GWK8IlBsIdtLvzE,La Raíz:Canción Pendiente,7HjXEP3GWK8IlBsIdtLvzE
1142,Chusterfield,Arte y Paciencia,Arte y Paciencia,spotify:track:0IVVdkzsx9K0f5jtNRc7Po,Chusterfield:Arte y Paciencia,0IVVdkzsx9K0f5jtNRc7Po
1143,Ayax y Prok,Fresas con nata (feat. DJ Keru),Fresas con nata (feat. DJ Keru),spotify:track:6ljeYwBDLEZdtd0Ex4lGjL,Ayax y Prok:Fresas con nata (feat. DJ Keru),6ljeYwBDLEZdtd0Ex4lGjL
1144,Leiva,Diciembre,Hoy No Me Encuentro,spotify:track:4gEctiiPzm8KUs16NZKLrd,Leiva:Hoy No Me Encuentro,4gEctiiPzm8KUs16NZKLrd
1145,Verzache,Hiccup,Hiccup,spotify:track:0u256fkohocCZSCJ8J79TX,Verzache:Hiccup,0u256fkohocCZSCJ8J79TX
1146,Itaca Band,Temerario,Siempre que tú quieras,spotify:track:6OXti7MaeRZt6TJXw81Ff2,Itaca Band:Siempre que tú quieras,6OXti7MaeRZt6TJXw81Ff2
1147,Isaiah Rashad,The Sun's Tirade,4r Da Squaw,spotify:track:71lyUtIPCMAYjTwwwxy2jW,Isaiah Rashad:4r Da Squaw,71lyUtIPCMAYjTwwwxy2jW
1148,Ayax y Prok,Labios del Guero,Labios del Guero,spotify:track:6j2DAuFzJJ1fCJIDZgXO1W,Ayax y Prok:Labios del Guero,6j2DAuFzJJ1fCJIDZgXO1W
1149,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",You Probably Couldn't See For The Lights But You Were Staring Straight At Me,spotify:track:111SaDBbcHW0zedi4RBHDp,Arctic Monkeys:You Probably Couldn't See For The Lights But You Were Staring Straight At Me,111SaDBbcHW0zedi4RBHDp
1150,Sum 41,Underclass Hero,With Me,spotify:track:1OTvWduKQV0MQd2gnGM9He,Sum 41:With Me,1OTvWduKQV0MQd2gnGM9He
1151,Nirvana,Nevermind,Smells Like Teen Spirit,spotify:track:1f3yAtsJtY87CTmM8RLnxf,Nirvana:Smells Like Teen Spirit,1f3yAtsJtY87CTmM8RLnxf
1152,Sidecars,Contra las cuerdas,Salir a matar - Acústico,spotify:track:0DthqfaLdCoDzXytv9DUpt,Sidecars:Salir a matar - Acústico,0DthqfaLdCoDzXytv9DUpt
1153,Pereza,Esencial Pereza,Todo,spotify:track:1TqIHG4IzTsb4rgyH3zgwz,Pereza:Todo,1TqIHG4IzTsb4rgyH3zgwz
1154,Kase.O,El Círculo (Versión Exclusiva de Spotify),Interludio Quieren Copiar,spotify:track:2LueIUyKUxxEQ1tMh2fXUp,Kase.O:Interludio Quieren Copiar,2LueIUyKUxxEQ1tMh2fXUp
1155,La Fuga,Mira,Primavera del 87,spotify:track:0Nykyy5CHRqjv4rKoxn5qm,La Fuga:Primavera del 87,0Nykyy5CHRqjv4rKoxn5qm
1156,Leiva,Diciembre,Las Cuentas,spotify:track:3N5hjessMtIkJsAkvgHt0l,Leiva:Las Cuentas,3N5hjessMtIkJsAkvgHt0l
1157,Vetusta Morla,La Deriva,Fuego,spotify:track:3vg71FeXUDcUL3k1qZeGZz,Vetusta Morla:Fuego,3vg71FeXUDcUL3k1qZeGZz
1158,Foyone,"#RapSinCorte, Vol. 1",#RapSinCorte VII,spotify:track:2lnXyKWNAdmegHJamDmEpX,Foyone:#RapSinCorte VII,2lnXyKWNAdmegHJamDmEpX
1159,Supersubmarina,Electroviral,XXI,spotify:track:4kldZkFd5A0CktDfg6B6CD,Supersubmarina:XXI,4kldZkFd5A0CktDfg6B6CD
1160,Edwin McCain,Messenger,I'll Be - Acoustic Version,spotify:track:2SZDu4esDLUISRnpYQE17b,Edwin McCain:I'll Be - Acoustic Version,2SZDu4esDLUISRnpYQE17b
1161,Wiz Khalifa,Rolling Papers 2,Ocean,spotify:track:3qNTqHjFfyJzMgZoYcUqjV,Wiz Khalifa:Ocean,3qNTqHjFfyJzMgZoYcUqjV
1162,Coez,Faccio un casino,Faccio un casino,spotify:track:6qNXkVk19OYLu4CoqjDfZ0,Coez:Faccio un casino,6qNXkVk19OYLu4CoqjDfZ0
1163,La Raíz,El Lado de los Rebeldes,Tangos's Club,spotify:track:350sAQlqMNEcXM1ppPovU4,La Raíz:Tangos's Club,350sAQlqMNEcXM1ppPovU4
1164,Drake,Scorpion,God's Plan,spotify:track:6DCZcSspjsKoFjzjrWoCdn,Drake:God's Plan,6DCZcSspjsKoFjzjrWoCdn
1165,Exceso,Niebla Y Hollín,Lluvias de Abril,spotify:track:6izqNLymT6DQfKkw3HTyq0,Exceso:Lluvias de Abril,6izqNLymT6DQfKkw3HTyq0
1166,Kendrick Lamar,Mr. Morale & The Big Steppers,N95,spotify:track:0fX4oNGBWO3dSGUZcVdVV2,Kendrick Lamar:N95,0fX4oNGBWO3dSGUZcVdVV2
1167,Walls,Anestesiado,Anestesiado,spotify:track:0B4NPp5fmzprpCR7DaL7Xb,Walls:Anestesiado,0B4NPp5fmzprpCR7DaL7Xb
1168,KYNE,Insha'Allah,Insha'Allah,spotify:track:4HQ6w616zgeQ5vFokDOxar,KYNE:Insha'Allah,4HQ6w616zgeQ5vFokDOxar
1169,Juanito Makandé,Muerte a los pájaros negros,Cuando te empecé a querer,spotify:track:4moRbcZVVx9MlMpfNFD3Pl,Juanito Makandé:Cuando te empecé a querer,4moRbcZVVx9MlMpfNFD3Pl
1170,Red Hot Chili Peppers,Californication,Californication,spotify:track:48UPSzbZjgc449aqz8bxox,Red Hot Chili Peppers:Californication,48UPSzbZjgc449aqz8bxox
1171,Aspencat,Tot és ara,Vull brindar,spotify:track:18KJNviKBvuUQzVGAEfuJD,Aspencat:Vull brindar,18KJNviKBvuUQzVGAEfuJD
1172,Skegss,L.S.D,L.S.D,spotify:track:6y6GFyjVFwWI7lJbbbF0hU,Skegss:L.S.D,6y6GFyjVFwWI7lJbbbF0hU
1173,Smino,Luv 4 Rent,No L's,spotify:track:12CNybio0Bxean3F3uYugU,Smino:No L's,12CNybio0Bxean3F3uYugU
1174,Juancho Marqués,Cuando No Estoy Yo,Cuando No Estoy Yo,spotify:track:1kvCbvGriXqj5uRjnl5a0U,Juancho Marqués:Cuando No Estoy Yo,1kvCbvGriXqj5uRjnl5a0U
1175,C. Tangana,Mala Mujer,Mala Mujer,spotify:track:6puxHBNwu2Nmm7uD3Rd2MP,C. Tangana:Mala Mujer,6puxHBNwu2Nmm7uD3Rd2MP
1176,Marea,28.000 puñaladas,Que se joda el viento,spotify:track:35RZlC2of95tgErjy8BtVx,Marea:Que se joda el viento,35RZlC2of95tgErjy8BtVx
1177,alt-J,An Awesome Wave,(Guitar),spotify:track:5yOTHyQsdXcbQXb7Wxf2ng,alt-J:(Guitar),5yOTHyQsdXcbQXb7Wxf2ng
1178,Obrint Pas,Coratge,La vida sense tu,spotify:track:0YMqaRrbjivJEwtr2tTGsL,Obrint Pas:La vida sense tu,0YMqaRrbjivJEwtr2tTGsL
1179,Ska-P,Game Over,A Chitón,spotify:track:3n0tFrdF646gQY9p1fCp7j,Ska-P:A Chitón,3n0tFrdF646gQY9p1fCp7j
1180,Urbanites,Here with You,Here with You,spotify:track:7fLNdannkvEtTnQiFFHHpw,Urbanites:Here with You,7fLNdannkvEtTnQiFFHHpw
1181,Aspencat,Tot és ara,Sense por,spotify:track:2U02tntpOGdwCoUXrcpdw3,Aspencat:Sense por,2U02tntpOGdwCoUXrcpdw3
1182,Fréro Delavega,Fréro Delavega,Le chant des sirènes,spotify:track:0gSvEcIBXqiYqomjp6hKHj,Fréro Delavega:Le chant des sirènes,0gSvEcIBXqiYqomjp6hKHj
1183,Smoking Souls,ParatgesPreferits,La lluna (ParatgesPreferits) - Live,spotify:track:0mg7iUMb7znVBCwdlZR7Ku,Smoking Souls:La lluna (ParatgesPreferits) - Live,0mg7iUMb7znVBCwdlZR7Ku
1184,Ayax y Prok,Cara y cruz,Dama de la guadaña,spotify:track:3OXwiSZuLcRgcigsuZypYk,Ayax y Prok:Dama de la guadaña,3OXwiSZuLcRgcigsuZypYk
1185,Smino,blkswn,Wild Irish Roses,spotify:track:6efkcs2aUBMFKxl0cl2JWQ,Smino:Wild Irish Roses,6efkcs2aUBMFKxl0cl2JWQ
1186,Green Valley,Hijos de la Tierra,Si no te tengo,spotify:track:0SZC9Ae0pexsQvwdZVt1Xd,Green Valley:Si no te tengo,0SZC9Ae0pexsQvwdZVt1Xd
1187,Kase.O,El Círculo (Versión Exclusiva de Spotify),Amor Sin Cláusulas,spotify:track:7uS39VvoUbsXQsgtUa39sR,Kase.O:Amor Sin Cláusulas,7uS39VvoUbsXQsgtUa39sR
1188,Arctic Monkeys,Tranquility Base Hotel & Casino,Tranquility Base Hotel & Casino,spotify:track:2URDbWGmPz3vhagl25p8OC,Arctic Monkeys:Tranquility Base Hotel & Casino,2URDbWGmPz3vhagl25p8OC
1189,Cruz Cafuné,Maracucho Bueno Muere Chiquito,Ahí Fuera (No Hay Reglas),spotify:track:51pfpkxY6hdrsuPSeCoCuQ,Cruz Cafuné:Ahí Fuera (No Hay Reglas),51pfpkxY6hdrsuPSeCoCuQ
1190,Xavibo,1 2 3,1 2 3,spotify:track:1bpeq3qqb3Ye7qqBwZ9gB8,Xavibo:1 2 3,1bpeq3qqb3Ye7qqBwZ9gB8
1191,IZAL,Magia & Efectos Especiales,La Mujer de Verde,spotify:track:72wNM7VYxTZ1PawCKzfTZx,IZAL:La Mujer de Verde,72wNM7VYxTZ1PawCKzfTZx
1192,La Maravillosa Orquesta del Alcohol,Salvavida (de las Balas Perdidas),O Naufragar,spotify:track:4QjGgjp2tOmxJX2lYhuOtX,La Maravillosa Orquesta del Alcohol:O Naufragar,4QjGgjp2tOmxJX2lYhuOtX
1193,Wiz Khalifa,Rolling Papers 2,Goin Hard,spotify:track:2UTYdy4gUEhmg9TFkVlydd,Wiz Khalifa:Goin Hard,2UTYdy4gUEhmg9TFkVlydd
1194,IZAL,Autoterapia,Ruido Blanco,spotify:track:7ELYGOjvwn8mjjO4bdUYil,IZAL:Ruido Blanco,7ELYGOjvwn8mjjO4bdUYil
1195,Adele,21,Rolling in the Deep,spotify:track:4OSBTYWVwsQhGLF9NHvIbR,Adele:Rolling in the Deep,4OSBTYWVwsQhGLF9NHvIbR
1196,Arctic Monkeys,AM,Do I Wanna Know?,spotify:track:5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys:Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst
1197,Natos y Waor,Cicatrices,Cicatrices,spotify:track:19OsDvOm2hw28Bqg7wo4Ox,Natos y Waor:Cicatrices,19OsDvOm2hw28Bqg7wo4Ox
1198,Secrets,Fragile Figures,"Sleep Well, Darling",spotify:track:1WHl3Ad03wvcsWt4EYYN81,"Secrets:Sleep Well, Darling",1WHl3Ad03wvcsWt4EYYN81
1199,Mac Miller,Circles,Good News,spotify:track:1DWZUa5Mzf2BwzpHtgbHPY,Mac Miller:Good News,1DWZUa5Mzf2BwzpHtgbHPY
1200,Young Thug,Punk,Die Slow (with Strick),spotify:track:6wuGK7wlZFjX2NYmParJwl,Young Thug:Die Slow (with Strick),6wuGK7wlZFjX2NYmParJwl
1201,La Fuga,Mira,Pierdo verticalidad,spotify:track:1YB8UDpgVK410friokcBNv,La Fuga:Pierdo verticalidad,1YB8UDpgVK410friokcBNv
1202,Arctic Monkeys,AM,I Wanna Be Yours,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys:I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n
1203,Leiva,Polvora,Mi Mejor Version,spotify:track:0xSmvzmQggi62nDZDftos8,Leiva:Mi Mejor Version,0xSmvzmQggi62nDZDftos8
1204,Smoking Souls,Guarda'm l'aire (ParatgesPreferits) [Live],Guarda'm l'aire (ParatgesPreferits) - Live,spotify:track:5oo9HDEP0W9BoUxo7bcW7u,Smoking Souls:Guarda'm l'aire (ParatgesPreferits) - Live,5oo9HDEP0W9BoUxo7bcW7u
1205,Green Montana,MELANCHOLIA 999,BB PART.3,spotify:track:16RmkCSgGWL1m6Errn4BrZ,Green Montana:BB PART.3,16RmkCSgGWL1m6Errn4BrZ
1206,Supersubmarina,Electroviral,Chas! Y Aparezco A Tu Lado,spotify:track:6T1071kNui4EUABJp4Dciq,Supersubmarina:Chas! Y Aparezco A Tu Lado,6T1071kNui4EUABJp4Dciq
1207,The Pharcyde,Bizarre Ride II The Pharcyde,Passin' Me By,spotify:track:4G3dZN9o3o2X4VKwt4CLts,The Pharcyde:Passin' Me By,4G3dZN9o3o2X4VKwt4CLts
1208,Ayax y Prok,Cara y cruz,Hou hou hou,spotify:track:2p23Yl77TuNv1OpHPtZaz1,Ayax y Prok:Hou hou hou,2p23Yl77TuNv1OpHPtZaz1
1209,Nekfeu,Feu,Princesse,spotify:track:6XNrhRoBFAk72UZMdFGgb4,Nekfeu:Princesse,6XNrhRoBFAk72UZMdFGgb4
1210,Alborosie,Soul Pirate,Moonshine,spotify:track:0HD0eQoUa4BU8Al5nD5nMs,Alborosie:Moonshine,0HD0eQoUa4BU8Al5nD5nMs
1211,Twenty One Pilots,Trench,Nico and the Niners,spotify:track:5SehvGGC53A7SZKCLXQcyt,Twenty One Pilots:Nico and the Niners,5SehvGGC53A7SZKCLXQcyt
1212,Chuck Berry,Berry Is On Top,Johnny B. Goode,spotify:track:2QfiRTz5Yc8DdShCxG1tB2,Chuck Berry:Johnny B. Goode,2QfiRTz5Yc8DdShCxG1tB2
1213,Blake,Lengua de Serpiente,Lengua de Serpiente,spotify:track:3dIxQaqs099K1uAtaHRmdS,Blake:Lengua de Serpiente,3dIxQaqs099K1uAtaHRmdS
1214,Desakato,Con el Viento de Cara,Libertad,spotify:track:4wtCuTuAjyus6gCP7kq2nX,Desakato:Libertad,4wtCuTuAjyus6gCP7kq2nX
1215,Fyahbwoy,F.y.a.h.,Gettin' Ready,spotify:track:4z9DPXPj3xjXglhs0Kxseo,Fyahbwoy:Gettin' Ready,4z9DPXPj3xjXglhs0Kxseo
1216,Fyahbwoy,F.y.a.h.,Gal Regular,spotify:track:6OGODOpkWdhLIPEdP971Zk,Fyahbwoy:Gal Regular,6OGODOpkWdhLIPEdP971Zk
1217,Ayax y Prok,Cara y cruz,115 clavaos,spotify:track:7G7PDPUBprv8i5J3JdnRiT,Ayax y Prok:115 clavaos,7G7PDPUBprv8i5J3JdnRiT
1218,Vetusta Morla,Finisterre,Finisterre,spotify:track:4G7nC3kXEW7TLUG2Fiv527,Vetusta Morla:Finisterre,4G7nC3kXEW7TLUG2Fiv527
1219,Natos y Waor,Cicatrices,Bicho raro,spotify:track:4MonThJItfsXWPFIvAT5EX,Natos y Waor:Bicho raro,4MonThJItfsXWPFIvAT5EX
1220,AG Club,Halfway Off the Porch,Paprika,spotify:track:1g1gyDrAS54nt2vV7YlJ7t,AG Club:Paprika,1g1gyDrAS54nt2vV7YlJ7t
1221,Dante,La Gata en el Tejado,La Gata en el Tejado,spotify:track:2A16ahZBriuxHEiPQj0FNL,Dante:La Gata en el Tejado,2A16ahZBriuxHEiPQj0FNL
1222,Ed Sheeran,÷,Shape of You,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran:Shape of You,7qiZfU4dY1lWllzX7mPBI3
1223,Goth Babe,Smith Rock,Colours,spotify:track:0GwMzBz32XMFIEBHrZ6qVD,Goth Babe:Colours,0GwMzBz32XMFIEBHrZ6qVD
1224,Kings of Leon,Only By The Night,Sex on Fire,spotify:track:5A1FmxbYVRZKy4nc16MAue,Kings of Leon:Sex on Fire,5A1FmxbYVRZKy4nc16MAue
1225,Aspencat,Essència,Queden matinades,spotify:track:0eIvuvXXMoz41YQ0DN4LEY,Aspencat:Queden matinades,0eIvuvXXMoz41YQ0DN4LEY
1226,Surfaces,Where the Light Is,Beautiful Day,spotify:track:0gGjmexCgQhTgXXLOFjWs0,Surfaces:Beautiful Day,0gGjmexCgQhTgXXLOFjWs0
1227,Gata Cattana,Anclas,Lk Blade,spotify:track:5HbWxm8y5lkyesco03kOJW,Gata Cattana:Lk Blade,5HbWxm8y5lkyesco03kOJW
1228,Kodaline,Coming Up for Air,Moving On,spotify:track:3QFCL0dqEzXFIWlqWiVDJU,Kodaline:Moving On,3QFCL0dqEzXFIWlqWiVDJU
1229,Fyahbwoy,F.y.a.h.,Kambelleh,spotify:track:32SHwvOWV0SDAgX0efdK2c,Fyahbwoy:Kambelleh,32SHwvOWV0SDAgX0efdK2c
1230,Aspencat,Tot és ara,Trenca els miralls,spotify:track:1wlNbl8EvMOtEJ7UTOUbQx,Aspencat:Trenca els miralls,1wlNbl8EvMOtEJ7UTOUbQx
1231,Leiva,Polvora,Hermosa Taquicardia,spotify:track:5HKmNJOvrQTJXhRdaUPylC,Leiva:Hermosa Taquicardia,5HKmNJOvrQTJXhRdaUPylC
1232,The 1975,A Brief Inquiry Into Online Relationships,Be My Mistake,spotify:track:18UsAG7SfOQ5sxJEdjAMH0,The 1975:Be My Mistake,18UsAG7SfOQ5sxJEdjAMH0
1233,Iseo & Dodosound,Roots in the Air,Lost City,spotify:track:0ePdSL0Jm4MkXH5iAjhjBx,Iseo & Dodosound:Lost City,0ePdSL0Jm4MkXH5iAjhjBx
1234,Arctic Monkeys,AM,Snap Out of It,spotify:track:63otWg6eWBt3ldXFtDJiXN,Arctic Monkeys:Snap Out of It,63otWg6eWBt3ldXFtDJiXN
1235,Desakato,La Teoría del Fuego,Volcán,spotify:track:5HtcNc2YuFXyijCYhyAmTm,Desakato:Volcán,5HtcNc2YuFXyijCYhyAmTm
1236,Shé,A 700 km (Con Elena),A 700 km (Con Elena),spotify:track:7tm30r7FV3qOXwWD4GNRBF,Shé:A 700 km (Con Elena),7tm30r7FV3qOXwWD4GNRBF
1237,Billie Eilish,Therefore I Am,Therefore I Am,spotify:track:54bFM56PmE4YLRnqpW6Tha,Billie Eilish:Therefore I Am,54bFM56PmE4YLRnqpW6Tha
